threshold,f1,tp,fp,fn,splits,merges,inaccurate_masks,val
0.5,0.9450549450497524,86,9,1,0,0,0,1
0.55,0.9273743016707968,83,9,1,0,0,3,1
0.6,0.9152542372829648,81,9,1,0,0,5,1
0.65,0.8901734103994788,77,9,1,0,0,9,1
0.7,0.8433734939708231,70,9,1,0,0,16,1
0.75,0.7612903225757337,59,9,1,0,0,27,1
0.8,0.5985401459810326,41,9,1,0,0,45,1
0.85,0.3999999999966666,24,9,1,0,0,62,1
0.9,0.0990099009891187,5,9,1,0,0,81,1
0.5,0.9726775956231002,89,2,0,1,0,3,1
0.55,0.9726775956231002,89,2,0,1,0,3,1
0.6,0.9670329670276536,88,2,0,1,0,4,1
0.65,0.955555555550247,86,2,0,1,0,6,1
0.7,0.9005847953163709,77,2,0,1,0,15,1
0.75,0.8249999999948439,66,2,0,1,0,26,1
0.8,0.7297297297247992,54,2,0,1,0,38,1
0.85,0.5426356589105222,35,2,0,1,0,57,1
0.9,0.1386138613847662,7,2,0,1,0,85,1
0.5,0.9035532994877992,89,18,0,0,0,1,1
0.55,0.897959183668888,88,18,0,0,0,2,1
0.6,0.8923076923031165,87,18,0,0,0,3,1
0.65,0.8510638297827071,80,18,0,0,0,10,1
0.7,0.8196721311430619,75,18,0,0,0,15,1
0.75,0.6909090909049036,57,18,0,0,0,33,1
0.8,0.5882352941138024,45,18,0,0,0,45,1
0.85,0.3255813953463133,21,18,0,0,0,69,1
0.9,0.121739130433724,7,18,0,0,0,83,1
0.5,0.9785407725279892,114,2,0,0,1,3,1
0.55,0.9785407725279892,114,2,0,0,1,3,1
0.6,0.9561403508729994,109,2,0,0,1,8,1
0.65,0.9374999999958148,105,2,0,0,1,12,1
0.7,0.8826291079770769,94,2,0,0,1,23,1
0.75,0.7604166666627062,73,2,0,0,1,44,1
0.8,0.5917159763278597,50,2,0,0,1,67,1
0.85,0.4133333333305778,31,2,0,0,1,86,1
0.9,0.1550387596887206,10,2,0,0,1,107,1
0.5,0.934065934060802,85,8,0,0,0,4,1
0.55,0.9162011173133172,82,8,0,0,0,7,1
0.6,0.9101123595454488,81,8,0,0,0,8,1
0.65,0.8850574712592814,77,8,0,0,0,12,1
0.7,0.8313253011998113,69,8,0,0,0,20,1
0.75,0.7066666666619557,53,8,0,0,0,36,1
0.8,0.5522388059660281,37,8,0,0,0,52,1
0.85,0.3833333333301388,23,8,0,0,0,66,1
0.9,0.0980392156853133,5,8,0,0,0,84,1
0.5,0.954248366006835,73,7,0,0,0,0,1
0.55,0.9403973509871496,71,7,0,0,0,2,1
0.6,0.9333333333271112,70,7,0,0,0,3,1
0.65,0.8888888888827161,64,7,0,0,0,9,1
0.7,0.8732394366135688,62,7,0,0,0,11,1
0.75,0.7301587301529352,46,7,0,0,0,27,1
0.8,0.620689655167063,36,7,0,0,0,37,1
0.85,0.4615384615340236,24,7,0,0,0,49,1
0.9,0.1818181818161157,8,7,0,0,0,65,1
0.5,0.937799043057714,98,13,0,0,0,0,1
0.55,0.937799043057714,98,13,0,0,0,0,1
0.6,0.9275362318795772,96,13,0,0,0,2,1
0.65,0.9275362318795772,96,13,0,0,0,2,1
0.7,0.8955223880552462,90,13,0,0,0,8,1
0.75,0.8437499999956055,81,13,0,0,0,17,1
0.8,0.7314285714243919,64,13,0,0,0,34,1
0.85,0.5298013244998027,40,13,0,0,0,58,1
0.9,0.1803278688509809,11,13,0,0,0,87,1
0.5,0.9450549450514834,129,8,1,0,0,6,1
0.55,0.929368029736322,125,8,1,0,0,10,1
0.6,0.9132075471663652,121,8,1,0,0,14,1
0.65,0.8923076923042604,116,8,1,0,0,19,1
0.7,0.8433734939725166,105,8,1,0,0,30,1
0.75,0.7692307692274819,90,8,1,0,0,45,1
0.8,0.6666666666635803,72,8,1,0,0,63,1
0.85,0.3999999999977778,36,8,1,0,0,99,1
0.9,0.1656050955403464,13,8,1,0,0,122,1
0.5,0.9344978165898056,107,12,2,0,2,1,1
0.55,0.925110132154515,105,12,2,0,2,3,1
0.6,0.91071428571022,102,12,2,0,2,6,1
0.65,0.8807339449500884,96,12,2,0,2,12,1
0.7,0.8380952380912472,88,12,2,0,2,20,1
0.75,0.7676767676728906,76,12,2,0,2,32,1
0.8,0.6519337016538568,59,12,2,0,2,49,1
0.85,0.4358974358946417,34,12,2,0,2,74,1
0.9,0.1230769230759763,8,12,2,0,2,100,1
0.5,0.9641434262909796,121,4,0,0,0,5,1
0.55,0.9516129032219692,118,4,0,0,0,8,1
0.6,0.9344262295043672,114,4,0,0,0,12,1
0.65,0.9121338912095728,109,4,0,0,0,17,1
0.7,0.8596491228032472,98,4,0,0,0,28,1
0.75,0.8127853881241426,89,4,0,0,0,37,1
0.8,0.6597938144295887,64,4,0,0,0,62,1
0.85,0.4615384615357306,39,4,0,0,0,87,1
0.9,0.169014084505852,12,4,0,0,0,114,1
0.5,0.9502762430886724,86,8,1,0,0,0,10
0.55,0.9325842696576822,83,8,1,0,0,3,10
0.6,0.9265536723111496,82,8,1,0,0,4,10
0.65,0.9204545454493156,81,8,1,0,0,5,10
0.7,0.8757396449652324,74,8,1,0,0,12,10
0.75,0.7499999999950658,57,8,1,0,0,29,10
0.8,0.6231884057925856,43,8,1,0,0,43,10
0.85,0.3620689655141201,21,8,1,0,0,65,10
0.9,0.1372549019594386,7,8,1,0,0,79,10
0.5,0.9673913043425686,89,3,1,1,0,2,10
0.55,0.961748633874526,88,3,1,1,0,3,10
0.6,0.9560439560387032,87,3,1,1,0,4,10
0.65,0.9325842696576822,83,3,1,1,0,8,10
0.7,0.8823529411712804,75,3,1,1,0,16,10
0.75,0.8414634146290155,69,3,1,1,0,22,10
0.8,0.7662337662287907,59,3,1,1,0,32,10
0.85,0.4920634920595867,31,3,1,1,0,60,10
0.9,0.1553398058237345,8,3,1,1,0,83,10
0.5,0.8994708994661404,85,14,0,0,0,5,10
0.55,0.8994708994661404,85,14,0,0,0,5,10
0.6,0.8936170212718425,84,14,0,0,0,6,10
0.65,0.8756756756709423,81,14,0,0,0,9,10
0.7,0.8181818181771695,72,14,0,0,0,18,10
0.75,0.7692307692262176,65,14,0,0,0,25,10
0.8,0.6493506493464328,50,14,0,0,0,40,10
0.85,0.4242424242392103,28,14,0,0,0,62,10
0.9,0.1261261261249898,7,14,0,0,0,83,10
0.5,0.9787234042511544,115,3,0,0,1,2,10
0.55,0.9699570815409015,113,3,0,0,1,4,10
0.6,0.9519650654980264,109,3,0,0,1,8,10
0.65,0.9189189189147796,102,3,0,0,1,15,10
0.7,0.8837209302284479,95,3,0,0,1,22,10
0.75,0.7939698492422415,79,3,0,0,1,38,10
0.8,0.6440677966065307,57,3,0,0,1,60,10
0.85,0.4905660377327637,39,3,0,0,1,78,10
0.9,0.2222222222205761,15,3,0,0,1,102,10
0.5,0.934065934060802,85,8,0,0,0,4,10
0.55,0.9281767955749824,84,8,0,0,0,5,10
