threshold,f1,tp,fp,fn,splits,merges,inaccurate_masks,val
0.5,0.8717948717725181,17,0,2,0,0,3,43
0.55,0.8717948717725181,17,0,2,0,0,3,43
0.6,0.777777777756173,14,0,2,0,0,6,43
0.65,0.580645161271592,9,0,2,0,0,11,43
0.7,0.4285714285561225,6,0,2,0,0,14,43
0.75,0.0869565217353497,1,0,2,0,0,19,43
0.8,0.0,0,0,2,0,0,20,43
0.85,0.0,0,0,2,0,0,20,43
0.9,0.0,0,0,2,0,0,20,43
0.5,0.9090909090805784,40,2,5,0,0,1,43
0.55,0.8965517241276258,39,2,5,0,0,2,43
0.6,0.8705882352838754,37,2,5,0,0,4,43
0.65,0.8433734939657425,35,2,5,0,0,6,43
0.7,0.7999999999899999,32,2,5,0,0,9,43
0.75,0.6666666666574074,24,2,5,0,0,17,43
0.8,0.4761904761829177,15,2,5,0,0,26,43
0.85,0.1176470588212226,3,2,5,0,0,38,43
0.9,0.0408163265297792,1,2,5,0,0,40,43
0.5,0.8666666666522223,26,4,1,0,0,3,43
0.55,0.8275862068822829,24,4,1,0,0,5,43
0.6,0.7636363636224794,21,4,1,0,0,8,43
0.65,0.6923076922943787,18,4,1,0,0,11,43
0.7,0.5833333333211806,14,4,1,0,0,15,43
0.75,0.5217391304234404,12,4,1,0,0,17,43
0.8,0.2999999999925,6,4,1,0,0,23,43
0.85,0.0571428571412245,1,4,1,0,0,28,43
0.9,0.0,0,4,1,0,0,29,43
0.5,0.958333333313368,23,0,1,0,0,1,43
0.55,0.958333333313368,23,0,1,0,0,1,43
0.6,0.9361702127460392,22,0,1,0,0,2,43
0.65,0.8888888888691359,20,0,1,0,0,4,43
0.7,0.684210526297784,13,0,1,0,0,11,43
0.75,0.5714285714122449,10,0,1,0,0,14,43
0.8,0.3870967741810614,6,0,1,0,0,18,43
0.85,0.1481481481426611,2,0,1,0,0,22,43
0.9,0.0769230769201183,1,0,1,0,0,23,43
0.5,0.8888888888747796,28,4,1,0,0,2,43
0.55,0.8709677419214359,27,4,1,0,0,3,43
0.6,0.852459016379468,26,4,1,0,0,4,43
0.65,0.7499999999866072,21,4,1,0,0,9,43
0.7,0.6792452830060519,18,4,1,0,0,12,43
0.75,0.4444444444345679,10,4,1,0,0,20,43
0.8,0.3333333333253968,7,4,1,0,0,23,43
0.85,0.1081081081051862,2,4,1,0,0,28,43
0.9,0.0,0,4,1,0,0,30,43
0.5,0.936170212755998,44,5,0,0,0,1,43
0.55,0.9010989010889988,41,5,0,0,0,4,43
0.6,0.8636363636265495,38,5,0,0,0,7,43
0.65,0.8235294117550173,35,5,0,0,0,10,43
0.7,0.6666666666577777,25,5,0,0,0,20,43
0.75,0.4848484848411386,16,5,0,0,0,29,43
0.8,0.3050847457575409,9,5,0,0,0,36,43
0.85,0.181818181814876,5,5,0,0,0,40,43
0.9,0.0769230769215976,2,5,0,0,0,43,43
0.5,0.7906976744002164,17,5,1,0,0,3,43
0.55,0.7619047618866214,16,5,1,0,0,4,43
0.6,0.6999999999825001,14,5,1,0,0,6,43
0.65,0.5142857142710204,9,5,1,0,0,11,43
0.7,0.3749999999882813,6,5,1,0,0,14,43
0.75,0.2666666666577778,4,5,1,0,0,16,43
0.8,0.0740740740713305,1,5,1,0,0,19,43
0.85,0.0,0,5,1,0,0,20,43
0.9,0.0,0,5,1,0,0,20,43
0.5,0.8627450980222992,22,0,0,0,0,7,43
0.55,0.8399999999832001,21,0,0,0,0,8,43
0.6,0.8163265305955852,20,0,0,0,0,9,43
0.65,0.7391304347665407,17,0,0,0,0,12,43
0.7,0.6190476190328799,13,0,0,0,0,16,43
0.75,0.5128205128073636,10,0,0,0,0,19,43
0.8,0.342857142847347,6,0,0,0,0,23,43
0.85,0.1874999999941406,3,0,0,0,0,26,43
0.9,0.0666666666644444,1,0,0,0,0,28,43
0.5,0.9411764705743944,32,2,0,0,1,2,43
0.55,0.9090909090771352,30,2,0,0,1,4,43
0.6,0.874999999986328,28,2,0,0,1,6,43
0.65,0.874999999986328,28,2,0,0,1,6,43
0.7,0.7586206896420928,22,2,0,0,1,12,43
0.75,0.5882352941061131,15,2,0,0,1,19,43
0.8,0.3636363636280992,8,2,0,0,1,26,43
0.85,0.285714285707483,6,2,0,0,1,28,43
0.9,0.0,0,2,0,0,1,34,43
0.5,0.9333333333177778,28,4,0,0,0,0,43
0.55,0.8965517241224733,26,4,0,0,0,2,43
0.6,0.8148148147997257,22,4,0,0,0,6,43
0.65,0.7450980392010765,19,4,0,0,0,9,43
0.7,0.5116279069648461,11,4,0,0,0,17,43
0.75,0.3999999999899999,8,4,0,0,0,20,43
0.8,0.1714285714236735,3,4,0,0,0,25,43
0.85,0.0,0,4,0,0,0,28,43
0.9,0.0,0,4,0,0,0,28,43
0.5,0.9259259259087792,25,4,0,0,0,0,43
0.55,0.9259259259087792,25,4,0,0,0,0,43
0.6,0.9056603773414028,24,4,0,0,0,1,43
0.65,0.8399999999832001,21,4,0,0,0,4,43
0.7,0.8163265305955852,20,4,0,0,0,5,43
0.75,0.4736842105138505,9,4,0,0,0,16,43
0.8,0.2424242424168962,4,4,0,0,0,21,43
0.85,0.0666666666644444,1,4,0,0,0,24,43
0.9,0.0,0,4,0,0,0,25,43
0.5,0.7999999999822223,18,7,0,0,0,2,43
0.55,0.7999999999822223,18,7,0,0,0,2,43
0.6,0.7727272727097108,17,7,0,0,0,3,43
0.65,0.7727272727097108,17,7,0,0,0,3,43
0.7,0.7441860464943213,16,7,0,0,0,4,43
0.75,0.6153846153688364,12,7,0,0,0,8,43
0.8,0.4999999999861112,9,7,0,0,0,11,43
0.85,0.3124999999902344,5,7,0,0,0,15,43
0.9,0.0714285714260204,1,7,0,0,0,19,43
0.5,0.9032258064370448,28,6,0,0,0,0,43
0.55,0.8852459016248321,27,6,0,0,0,1,43
0.6,0.8474576271042804,25,6,0,0,0,3,43
0.65,0.807017543845491,23,6,0,0,0,5,43
0.7,0.7407407407270233,20,6,0,0,0,8,43
0.75,0.6399999999872,16,6,0,0,0,12,43
0.8,0.3809523809433107,8,6,0,0,0,20,43
0.85,0.1621621621577794,3,6,0,0,0,25,43
0.9,0.0,0,6,0,0,0,28,43
0.5,0.8115942028867884,28,7,2,0,0,4,43
0.55,0.7941176470471453,27,7,2,0,0,5,43
0.6,0.7761194029734907,26,7,2,0,0,6,43
0.65,0.7575757575642791,25,7,2,0,0,7,43
0.7,0.7187499999887695,23,7,2,0,0,9,43
0.75,0.5862068965416172,17,7,2,0,0,15,43
0.8,0.2553191489307379,6,7,2,0,0,26,43
0.85,0.0476190476179138,1,7,2,0,0,31,43
0.9,0.0,0,7,2,0,0,32,43
0.5,0.8780487804770969,36,7,1,0,0,2,43
0.55,0.8641975308535284,35,7,1,0,0,3,43
0.6,0.7733333333230222,29,7,1,0,0,9,43
0.65,0.7222222222121913,26,7,1,0,0,12,43
0.7,0.6666666666570048,23,7,1,0,0,15,43
0.75,0.3859649122739305,11,7,1,0,0,27,43
0.8,0.1224489795893378,3,7,1,0,0,35,43
0.85,0.0833333333315972,2,7,1,0,0,36,43
