threshold,f1,tp,fp,fn,splits,merges,inaccurate_masks,val
0.5,0.4705882352871972,16,27,6,0,1,3,untrained
0.55,0.3999999999938461,13,27,6,0,1,6,untrained
0.6,0.3225806451560874,10,27,6,0,1,9,untrained
0.65000004,0.10909090908892564,3,27,6,0,1,16,untrained
0.70000005,0.03773584905589178,1,27,6,0,1,18,untrained
0.75000006,0.03773584905589178,1,27,6,0,1,18,untrained
0.8000001,0.0,0,27,6,0,1,19,untrained
0.8500001,0.0,0,27,6,0,1,19,untrained
0.9000001,0.0,0,27,6,0,1,19,untrained
0.5,0.27777777777391977,10,29,8,1,0,15,untrained
0.55,0.2535211267569926,9,29,8,1,0,16,untrained
0.6,0.2028985507216971,7,29,8,1,0,18,untrained
0.65000004,0.09230769230627217,3,29,8,1,0,22,untrained
0.70000005,0.0,0,29,8,1,0,25,untrained
0.75000006,0.0,0,29,8,1,0,25,untrained
0.8000001,0.0,0,29,8,1,0,25,untrained
0.8500001,0.0,0,29,8,1,0,25,untrained
0.9000001,0.0,0,29,8,1,0,25,untrained
0.5,0.2784810126547028,11,34,7,0,0,16,untrained
0.55,0.2105263157867036,8,34,7,0,0,19,untrained
0.6,0.18666666666417775,7,34,7,0,0,20,untrained
0.65000004,0.1621621621599708,6,34,7,0,0,21,untrained
0.70000005,0.08450704225233087,3,34,7,0,0,24,untrained
0.75000006,0.08450704225233087,3,34,7,0,0,24,untrained
0.8000001,0.02898550724595673,1,34,7,0,0,26,untrained
0.8500001,0.0,0,34,7,0,0,27,untrained
0.9000001,0.0,0,34,7,0,0,27,untrained
0.5,0.3249999999959375,13,22,11,0,1,21,untrained
0.55,0.30379746835058485,12,22,11,0,1,22,untrained
0.6,0.18918918918663255,7,22,11,0,1,27,untrained
0.65000004,0.13888888888695988,5,22,11,0,1,29,untrained
0.70000005,0.08571428571306122,3,22,11,0,1,31,untrained
0.75000006,0.08571428571306122,3,22,11,0,1,31,untrained
0.8000001,0.029411764705449824,1,22,11,0,1,33,untrained
0.8500001,0.0,0,22,11,0,1,34,untrained
0.9000001,0.0,0,22,11,0,1,34,untrained
0.5,0.4050632911341131,16,34,9,0,0,4,untrained
0.55,0.3846153846104536,15,34,9,0,0,5,untrained
0.6,0.3199999999957333,12,34,9,0,0,8,untrained
0.65000004,0.24999999999652775,9,34,9,0,0,11,untrained
0.70000005,0.14705882352724914,5,34,9,0,0,15,untrained
0.75000006,0.061538461537514785,2,34,9,0,0,18,untrained
0.8000001,0.03124999999951172,1,34,9,0,0,19,untrained
0.8500001,0.03124999999951172,1,34,9,0,0,19,untrained
0.9000001,0.0,0,34,9,0,0,20,untrained
0.5,0.3913043478218337,18,32,11,0,0,13,untrained
0.55,0.3181818181782025,14,32,11,0,0,17,untrained
0.6,0.3181818181782025,14,32,11,0,0,17,untrained
0.65000004,0.2988505747092086,13,32,11,0,0,18,untrained
0.70000005,0.23809523809240365,10,32,11,0,0,21,untrained
0.75000006,0.149999999998125,6,32,11,0,0,25,untrained
0.8000001,0.07792207792106594,3,32,11,0,0,28,untrained
0.8500001,0.0,0,32,11,0,0,31,untrained
0.9000001,0.0,0,32,11,0,0,31,untrained
0.5,0.4242424242359963,14,28,4,0,0,6,untrained
0.55,0.3492063492008063,11,28,4,0,0,9,untrained
0.6,0.20689655172057075,6,28,4,0,0,14,untrained
0.65000004,0.20689655172057075,6,28,4,0,0,14,untrained
0.70000005,0.20689655172057075,6,28,4,0,0,14,untrained
0.75000006,0.10909090908892564,3,28,4,0,0,17,untrained
0.8000001,0.0,0,28,4,0,0,20,untrained
0.8500001,0.0,0,28,4,0,0,20,untrained
0.9000001,0.0,0,28,4,0,0,20,untrained
0.5,0.2933333333294222,11,32,8,0,2,13,untrained
0.55,0.2933333333294222,11,32,8,0,2,13,untrained
0.6,0.2465753424623757,9,32,8,0,2,15,untrained
0.65000004,0.1971830985887721,7,32,8,0,2,17,untrained
0.70000005,0.11764705882179932,4,32,8,0,2,20,untrained
