threshold,f1,tp,fp,fn,splits,merges,val
0.70000005,0.0,0,39,22,0,0,untrained
0.75000006,0.0,0,39,22,0,0,untrained
0.8000001,0.0,0,39,22,0,0,untrained
0.8500001,0.0,0,39,22,0,0,untrained
0.9000001,0.0,0,39,22,0,0,untrained
0.5,0.3614457831281753,15,42,11,0,0,untrained
0.55,0.31325301204441863,13,44,13,0,0,untrained
0.6,0.2409638554187836,10,47,16,0,0,untrained
0.65000004,0.12048192770939177,5,52,21,0,0,untrained
0.70000005,0.07228915662563506,3,54,23,0,0,untrained
0.75000006,0.02409638554187836,1,56,25,0,0,untrained
0.8000001,0.0,0,57,26,0,0,untrained
0.8500001,0.0,0,57,26,0,0,untrained
0.9000001,0.0,0,57,26,0,0,untrained
0.5,0.36363636363305785,20,43,27,0,1,untrained
0.55,0.3090909090880992,17,46,30,0,1,untrained
0.6,0.2363636363614876,13,50,34,0,1,untrained
0.65000004,0.16363636363487602,9,54,38,0,1,untrained
0.70000005,0.09090909090826446,5,58,42,0,1,untrained
0.75000006,0.01818181818165289,1,62,46,0,1,untrained
0.8000001,0.0,0,63,47,0,1,untrained
0.8500001,0.0,0,63,47,0,1,untrained
0.9000001,0.0,0,63,47,0,1,untrained
0.5,0.21428571428380105,12,57,31,0,1,untrained
0.55,0.16071428571285076,9,60,34,0,1,untrained
0.6,0.12499999999888392,7,62,36,0,1,untrained
0.65000004,0.10714285714190053,6,63,37,0,1,untrained
0.70000005,0.07142857142793367,4,65,39,0,1,untrained
0.75000006,0.017857142856983418,1,68,42,0,1,untrained
0.8000001,0.0,0,69,43,0,1,untrained
0.8500001,0.0,0,69,43,0,1,untrained
0.9000001,0.0,0,69,43,0,1,untrained
0.5,0.1851851851834705,10,56,32,0,0,untrained
0.55,0.1111111111100823,6,60,36,0,0,untrained
0.6,0.09259259259173523,5,61,37,0,0,untrained
0.65000004,0.0370370370366941,2,64,40,0,0,untrained
0.70000005,0.01851851851834705,1,65,41,0,0,untrained
0.75000006,0.0,0,66,42,0,0,untrained
0.8000001,0.0,0,66,42,0,0,untrained
0.8500001,0.0,0,66,42,0,0,untrained
0.9000001,0.0,0,66,42,0,0,untrained
0.5,0.2637362637333655,12,44,23,0,0,untrained
0.55,0.19780219780002412,9,47,26,0,0,untrained
0.6,0.1098901098889023,5,51,30,0,0,untrained
0.65000004,0.1098901098889023,5,51,30,0,0,untrained
0.70000005,0.06593406593334138,3,53,32,0,0,untrained
0.75000006,0.043956043955560915,2,54,33,0,0,untrained
0.8000001,0.0,0,56,35,0,0,untrained
0.8500001,0.0,0,56,35,0,0,untrained
0.9000001,0.0,0,56,35,0,0,untrained
0.5,0.19565217391091685,9,49,25,0,0,untrained
0.55,0.15217391304182418,7,51,27,0,0,untrained
0.6,0.13043478260727787,6,52,28,0,0,untrained
0.65000004,0.06521739130363892,3,55,31,0,0,untrained
0.70000005,0.021739130434546314,1,57,33,0,0,untrained
0.75000006,0.0,0,58,34,0,0,untrained
0.8000001,0.0,0,58,34,0,0,untrained
0.8500001,0.0,0,58,34,0,0,untrained
0.9000001,0.0,0,58,34,0,0,untrained
0.5,0.261904761901644,11,40,22,0,0,untrained
0.55,0.1904761904739229,8,43,25,0,0,untrained
0.6,0.1190476190462018,5,46,28,0,0,untrained
0.65000004,0.047619047618480716,2,49,31,0,0,untrained
0.70000005,0.023809523809240358,1,50,32,0,0,untrained
0.75000006,0.0,0,51,33,0,0,untrained
0.8000001,0.0,0,51,33,0,0,untrained
0.8500001,0.0,0,51,33,0,0,untrained
0.9000001,0.0,0,51,33,0,0,untrained
0.5,0.3404255319112721,16,36,26,0,1,untrained
0.55,0.29787234042236305,14,38,28,0,1,untrained
0.6,0.21276595744454505,10,42,32,0,1,untrained
0.65000004,0.12765957446672702,6,46,36,0,1,untrained
0.70000005,0.08510638297781803,4,48,38,0,1,untrained
0.75000006,0.021276595744454504,1,51,41,0,1,untrained
0.8000001,0.021276595744454504,1,51,41,0,1,untrained
0.8500001,0.021276595744454504,1,51,41,0,1,untrained
0.9000001,0.0,0,52,42,0,1,untrained
0.5,0.24691358024386525,10,34,27,0,0,untrained
0.55,0.1975308641950922,8,36,29,0,0,untrained
0.6,0.14814814814631916,6,38,31,0,0,untrained
0.65000004,0.0987654320975461,4,40,33,0,0,untrained
0.70000005,0.07407407407315958,3,41,34,0,0,untrained
0.75000006,0.07407407407315958,3,41,34,0,0,untrained
0.8000001,0.04938271604877305,2,42,35,0,0,untrained
0.8500001,0.0,0,44,37,0,0,untrained
0.9000001,0.0,0,44,37,0,0,untrained
0.5,0.3275862068937277,19,52,26,1,0,untrained
0.55,0.24137931034274676,14,57,31,1,0,untrained
0.6,0.18965517241215812,11,60,34,1,0,untrained
0.65000004,0.12068965517137335,7,64,38,1,0,untrained
0.70000005,0.03448275862039238,2,69,43,1,0,untrained
0.75000006,0.01724137931019619,1,70,44,1,0,untrained
0.8000001,0.01724137931019619,1,70,44,1,0,untrained
0.8500001,0.0,0,71,45,1,0,untrained
0.9000001,0.0,0,71,45,1,0,untrained
