threshold,f1,tp,fp,fn,splits,merges,inaccurate_masks,val
0.5,0.8780487804663891,18,0,0,0,0,5,17
0.55,0.8205128204917818,16,0,0,0,0,7,17
0.6,0.7222222222021606,13,0,0,0,0,10,17
0.65,0.6470588235103807,11,0,0,0,0,12,17
0.7,0.4666666666511111,7,0,0,0,0,16,17
0.75,0.3571428571301021,5,0,0,0,0,18,17
0.8,0.0833333333298611,1,0,0,0,0,22,17
0.85,0.0833333333298611,1,0,0,0,0,22,17
0.9,0.0833333333298611,1,0,0,0,0,22,17
0.5,0.9047619047403628,19,0,0,0,0,4,17
0.55,0.8780487804663891,18,0,0,0,0,5,17
0.6,0.8499999999787501,17,0,0,0,0,6,17
0.65,0.685714285694694,12,0,0,0,0,11,17
0.7,0.685714285694694,12,0,0,0,0,11,17
0.75,0.2962962962853223,4,0,0,0,0,19,17
0.8,0.1599999999936,2,0,0,0,0,21,17
0.85,0.0,0,0,0,0,0,23,17
0.9,0.0,0,0,0,0,0,23,17
0.5,0.9302325581179016,20,0,0,0,0,3,17
0.55,0.9302325581179016,20,0,0,0,0,3,17
0.6,0.7894736841897507,15,0,0,0,0,8,17
0.65,0.685714285694694,12,0,0,0,0,11,17
0.7,0.562499999982422,9,0,0,0,0,14,17
0.75,0.4666666666511111,7,0,0,0,0,16,17
0.8,0.230769230760355,3,0,0,0,0,20,17
0.85,0.0833333333298611,1,0,0,0,0,22,17
0.9,0.0,0,0,0,0,0,23,17
0.5,0.8780487804663891,18,0,0,0,0,5,17
0.55,0.8499999999787501,17,0,0,0,0,6,17
0.6,0.8205128204917818,16,0,0,0,0,7,17
0.65,0.7567567567363039,14,0,0,0,0,9,17
0.7,0.685714285694694,12,0,0,0,0,11,17
0.75,0.562499999982422,9,0,0,0,0,14,17
0.8,0.2962962962853223,4,0,0,0,0,19,17
0.85,0.1599999999936,2,0,0,0,0,21,17
0.9,0.0,0,0,0,0,0,23,17
0.5,0.9777777777560496,22,0,0,0,0,1,17
0.55,0.9777777777560496,22,0,0,0,0,1,17
0.6,0.9302325581179016,20,0,0,0,0,3,17
0.65,0.8499999999787501,17,0,0,0,0,6,17
0.7,0.7567567567363039,14,0,0,0,0,9,17
0.75,0.562499999982422,9,0,0,0,0,14,17
0.8,0.2962962962853223,4,0,0,0,0,19,17
0.85,0.0833333333298611,1,0,0,0,0,22,17
0.9,0.0,0,0,0,0,0,23,17
0.5,0.9545454545237604,21,0,0,0,0,2,17
0.55,0.9302325581179016,20,0,0,0,0,3,17
0.6,0.9047619047403628,19,0,0,0,0,4,17
0.65,0.7894736841897507,15,0,0,0,0,8,17
0.7,0.685714285694694,12,0,0,0,0,11,17
0.75,0.562499999982422,9,0,0,0,0,14,17
0.8,0.4137931034340072,6,0,0,0,0,17,17
0.85,0.0833333333298611,1,0,0,0,0,22,17
0.9,0.0,0,0,0,0,0,23,17
0.5,0.9545454545237604,21,0,0,0,0,2,17
0.55,0.9302325581179016,20,0,0,0,0,3,17
0.6,0.9047619047403628,19,0,0,0,0,4,17
0.65,0.8780487804663891,18,0,0,0,0,5,17
0.7,0.6470588235103807,11,0,0,0,0,12,17
0.75,0.2962962962853223,4,0,0,0,0,19,17
0.8,0.1599999999936,2,0,0,0,0,21,17
0.85,0.0833333333298611,1,0,0,0,0,22,17
0.9,0.0,0,0,0,0,0,23,17
0.5,0.9545454545237604,21,0,0,0,0,2,17
0.55,0.9302325581179016,20,0,0,0,0,3,17
0.6,0.9047619047403628,19,0,0,0,0,4,17
0.65,0.8205128204917818,16,0,0,0,0,7,17
0.7,0.7222222222021606,13,0,0,0,0,10,17
0.75,0.4666666666511111,7,0,0,0,0,16,17
0.8,0.0833333333298611,1,0,0,0,0,22,17
0.85,0.0,0,0,0,0,0,23,17
0.9,0.0,0,0,0,0,0,23,17
0.5,0.9047619047403628,19,0,0,0,0,4,17
0.55,0.9047619047403628,19,0,0,0,0,4,17
0.6,0.8780487804663891,18,0,0,0,0,5,17
0.65,0.7567567567363039,14,0,0,0,0,9,17
0.7,0.562499999982422,9,0,0,0,0,14,17
0.75,0.3571428571301021,5,0,0,0,0,18,17
0.8,0.230769230760355,3,0,0,0,0,20,17
0.85,0.0833333333298611,1,0,0,0,0,22,17
