loss_test_step,f1_step,tp_step,fp_step,fn_step,splits_step,merges_step,inaccurate_masks_step,iou_step,iou_big_step,iou_small_step,step,loss_test_epoch,f1_epoch,tp_epoch,fp_epoch,fn_epoch,splits_epoch,merges_epoch,inaccurate_masks_epoch,iou_epoch,iou_big_epoch,iou_small_epoch,epoch
0.013495441526174545,0.7169811129570007,19.0,11.0,1.0,0.0,2.0,3.0,0.7009425759315491,0.7920664548873901,0.6098186373710632,0,,,,,,,,,,,,
0.012592736631631851,0.6835442781448364,27.0,22.0,2.0,0.0,2.0,1.0,0.7526665329933167,0.8807162046432495,0.6246169209480286,1,,,,,,,,,,,,
0.014436071738600731,0.7105262875556946,27.0,17.0,0.0,0.0,1.0,5.0,0.737765908241272,0.7660960555076599,0.7094358205795288,2,,,,,,,,,,,,
0.025476491078734398,0.800000011920929,32.0,9.0,1.0,0.0,4.0,6.0,0.6408398747444153,0.6475622057914734,0.6341175436973572,3,,,,,,,,,,,,
0.011740818619728088,0.5573770403862,17.0,19.0,2.0,0.0,2.0,6.0,0.6193022131919861,0.6502924561500549,0.588312029838562,4,,,,,,,,,,,,
0.015351831912994385,0.699999988079071,28.0,14.0,1.0,0.0,2.0,9.0,0.6285626888275146,0.6179306507110596,0.6391947269439697,5,,,,,,,,,,,,
0.008016792125999928,0.6399999856948853,16.0,12.0,2.0,0.0,1.0,4.0,0.6920284628868103,0.7561668753623962,0.6278901100158691,6,,,,,,,,,,,,
0.012756654061377048,0.6666666865348816,24.0,18.0,0.0,0.0,3.0,6.0,0.6012319326400757,0.0,0.6012319326400757,7,,,,,,,,,,,,
0.008143756538629532,0.7111111283302307,16.0,11.0,0.0,0.0,0.0,2.0,0.7363373637199402,0.0,0.7363373637199402,8,,,,,,,,,,,,
0.004305241629481316,0.6666666865348816,14.0,9.0,0.0,0.0,1.0,5.0,0.6511187553405762,0.0,0.6511187553405762,9,,,,,,,,,,,,
0.010197564959526062,0.5283018946647644,14.0,19.0,0.0,0.0,2.0,6.0,0.7273839116096497,0.8385650515556335,0.6162028312683105,10,,,,,,,,,,,,
0.009542597457766533,0.7346938848495483,36.0,18.0,0.0,0.0,0.0,8.0,0.707158088684082,0.0,0.707158088684082,11,,,,,,,,,,,,
0.010056927800178528,0.7169811129570007,19.0,12.0,0.0,0.0,2.0,3.0,0.7134371399879456,0.7756689786911011,0.65120530128479,12,,,,,,,,,,,,
0.008726786822080612,0.5185185074806213,14.0,21.0,2.0,0.0,2.0,3.0,0.7486997842788696,0.9068464636802673,0.5905531644821167,13,,,,,,,,,,,,
0.01717267371714115,0.7142857313156128,25.0,18.0,0.0,0.0,3.0,2.0,0.7315070033073425,0.8061285018920898,0.6568855047225952,14,,,,,,,,,,,,
0.012263111770153046,0.7469879388809204,31.0,15.0,2.0,0.0,2.0,4.0,0.6381090879440308,0.0,0.6381090879440308,15,,,,,,,,,,,,
0.02152416668832302,0.7435897588729858,29.0,15.0,1.0,0.0,2.0,4.0,0.6952444314956665,0.7501310110092163,0.6403578519821167,16,,,,,,,,,,,,
0.009921622462570667,0.75,21.0,9.0,2.0,0.0,3.0,3.0,0.728756308555603,0.8729603886604309,0.5845522880554199,17,,,,,,,,,,,,
0.007757861632853746,0.7142857313156128,15.0,9.0,0.0,0.0,2.0,3.0,0.6832429766654968,0.7429995536804199,0.6234863996505737,18,,,,,,,,,,,,
0.008798805065453053,0.7058823704719543,18.0,7.0,3.0,0.0,0.0,5.0,0.636875331401825,0.0,0.636875331401825,19,,,,,,,,,,,,
0.01168360747396946,0.7346938848495483,36.0,17.0,3.0,0.0,1.0,6.0,0.7236840128898621,0.7968627214431763,0.6505053043365479,20,,,,,,,,,,,,
0.014243991114199162,0.760869562625885,35.0,20.0,0.0,0.0,3.0,2.0,0.7237910628318787,0.7707158327102661,0.6768662929534912,21,,,,,,,,,,,,
0.015360142104327679,0.729411780834198,31.0,18.0,1.0,0.0,3.0,4.0,0.713625967502594,0.7801008224487305,0.6471511721611023,22,,,,,,,,,,,,
0.012654898688197136,0.7323943376541138,26.0,14.0,1.0,0.0,2.0,4.0,0.6580255627632141,0.0,0.6580255627632141,23,,,,,,,,,,,,
0.012869489379227161,0.6666666865348816,26.0,18.0,0.0,0.0,0.0,8.0,0.7076889872550964,0.7359010577201843,0.6794769167900085,24,,,,,,,,,,,,
0.012647689320147038,0.6666666865348816,22.0,15.0,0.0,0.0,2.0,7.0,0.7360024452209473,0.8597918748855591,0.6122130751609802,25,,,,,,,,,,,,
0.012655220925807953,0.7894737124443054,30.0,12.0,1.0,0.0,4.0,3.0,0.7112025618553162,0.7853254079818726,0.6370797157287598,26,,,,,,,,,,,,
0.008487185463309288,0.6896551847457886,20.0,13.0,1.0,0.0,6.0,4.0,0.5427230000495911,0.0,0.5427230000495911,27,,,,,,,,,,,,
0.02023538202047348,0.6363636255264282,28.0,21.0,5.0,0.0,3.0,6.0,0.5849656462669373,0.6177133917808533,0.552217960357666,28,,,,,,,,,,,,
,,,,,,,,,,,0,0.012521227821707726,0.694227397441864,24.0,14.931034088134766,1.0689655542373657,0.0,2.068965435028076,4.551723957061768,0.6852730512619019,0.5569152235984802,0.6353005766868591,0
