threshold,f1,tp,fp,fn,splits,merges,inaccurate_masks,val
0.5,0.9734789391560476,312,13,1,0,0,3,18
0.55,0.9670329670314488,308,13,1,0,0,7,18
0.6,0.9572107765436496,302,13,1,0,0,13,18
0.65,0.9318181818166692,287,13,1,0,0,28,18
0.7,0.8809523809508828,259,13,1,0,0,56,18
0.75,0.7769516728610094,209,13,1,0,0,106,18
0.8,0.5818965517228839,135,13,1,0,0,180,18
0.85,0.2729658792643754,52,13,1,0,0,263,18
0.9,0.0474777448069807,8,13,1,0,0,307,18
0.5,0.9630818619567206,300,18,2,0,0,3,18
0.55,0.951298701297157,293,18,2,0,0,10,18
0.6,0.9357495881368442,284,18,2,0,0,19,18
0.65,0.9032258064500794,266,18,2,0,0,37,18
0.7,0.8402154398548649,234,18,2,0,0,69,18
0.75,0.7552986512509532,196,18,2,0,0,107,18
0.8,0.5612472160343848,126,18,2,0,0,177,18
0.85,0.3478260869556321,68,18,2,0,0,235,18
0.9,0.0943952802357097,16,18,2,0,0,287,18
0.5,0.975143403439818,255,9,1,0,0,3,18
0.55,0.9592233009690112,247,9,1,0,0,11,18
0.6,0.9448818897619196,240,9,1,0,0,18,18
0.65,0.9083503054971316,223,9,1,0,0,35,18
0.7,0.8668076109918249,205,9,1,0,0,53,18
0.75,0.7592592592575017,164,9,1,0,0,94,18
0.8,0.6077922077906291,117,9,1,0,0,141,18
0.85,0.370820668691882,61,9,1,0,0,197,18
0.9,0.1060070671374346,15,9,1,0,0,243,18
0.5,0.9604519773984168,170,7,1,0,1,6,18
0.55,0.957507082150262,169,7,1,0,1,7,18
0.6,0.945558739252305,165,7,1,0,1,11,18
0.65,0.9302325581368308,160,7,1,0,1,16,18
0.7,0.8915662650575555,148,7,1,0,1,28,18
0.75,0.8090614886705209,125,7,1,0,1,51,18
0.8,0.5954198473259718,78,7,1,0,1,98,18
0.85,0.2883720930219146,31,7,1,0,1,145,18
0.9,0.0425531914891353,4,7,1,0,1,172,18
0.5,0.9307479224350949,168,20,5,0,1,0,18
0.55,0.9307479224350949,168,20,5,0,1,0,18
0.6,0.9247910863483988,166,20,5,0,1,2,18
0.65,0.9002849002823354,158,20,5,0,1,10,18
0.7,0.8647058823503979,147,20,5,0,1,21,18
0.75,0.7784810126557643,123,20,5,0,1,45,18
0.8,0.591240875910251,81,20,5,0,1,87,18
0.85,0.2995594713643191,34,20,5,0,1,134,18
0.9,0.0603015075373854,6,20,5,0,1,162,18
0.5,0.927350427348446,217,21,5,0,1,8,18
0.55,0.9204301075249024,214,21,5,0,1,11,18
0.6,0.9110629067225356,210,21,5,0,1,15,18
0.65,0.8893805309714837,201,21,5,0,1,24,18
0.7,0.8564920273329009,188,21,5,0,1,37,18
0.75,0.7845036319593596,162,21,5,0,1,63,18
0.8,0.5574712643662142,97,21,5,0,1,128,18
0.85,0.2569444444435523,37,21,5,0,1,188,18
0.9,0.0390624999998474,5,21,5,0,1,220,18
0.5,0.923577235770856,284,31,6,0,0,10,18
0.55,0.914754098359156,279,31,6,0,0,15,18
0.6,0.8892617449649509,265,31,6,0,0,29,18
0.65,0.8605851979331143,250,31,6,0,0,44,18
0.7,0.8220640569380391,231,31,6,0,0,63,18
0.75,0.7244701348733633,188,31,6,0,0,106,18
0.8,0.579399141629658,135,31,6,0,0,159,18
0.85,0.3112244897951245,61,31,6,0,0,233,18
0.9,0.023880597014854,4,31,6,0,0,290,18
0.5,0.9321789321775872,323,26,14,0,0,7,18
0.55,0.9321789321775872,323,26,14,0,0,7,18
0.6,0.9149560117288638,312,26,14,0,0,18,18
0.65,0.9053254437856432,306,26,14,0,0,24,18
0.7,0.8544891640853646,276,26,14,0,0,54,18
0.75,0.7436332767389752,219,26,14,0,0,111,18
0.8,0.5850860420638908,153,26,14,0,0,177,18
0.85,0.3333333333325826,74,26,14,0,0,256,18
0.9,0.0577427821520794,11,26,14,0,0,319,18
0.5,0.9497964721832431,350,23,8,0,1,6,18
0.55,0.9455040871921724,347,23,8,0,1,9,18
0.6,0.9294605809115776,336,23,8,0,1,20,18
0.65,0.8958630527804624,314,23,8,0,1,42,18
0.7,0.8447761194017243,283,23,8,0,1,73,18
0.75,0.7269736842093306,221,23,8,0,1,135,18
0.8,0.5285171102651549,139,23,8,0,1,217,18
0.85,0.2488687782799799,55,23,8,0,1,301,18
0.9,0.0405063291138215,8,23,8,0,1,348,18
0.5,0.916317991629882,219,23,12,0,0,5,18
0.55,0.9094736842086116,216,23,12,0,0,8,18
0.6,0.8978723404236215,211,23,12,0,0,13,18
0.65,0.8714596949872082,200,23,12,0,0,24,18
0.7,0.8064516129013677,175,23,12,0,0,49,18
0.75,0.7146401985093929,144,23,12,0,0,80,18
0.8,0.5408450704210117,96,23,12,0,0,128,18
0.85,0.2733333333324222,41,23,12,0,0,183,18
0.9,0.0378787878786444,5,23,12,0,0,219,18
