threshold,f1,tp,fp,fn,merges,splits,val
0.65,0.8167202572321006,127,31,26,0,1,1
0.7,0.7395498392259179,115,43,38,0,1,1
0.75,0.6237942122166438,97,61,56,0,1,1
0.8,0.3922829581980955,61,97,92,0,1,1
0.85,0.1864951768482749,29,129,124,0,1,1
0.9,0.0450160771702732,7,151,146,0,1,1
0.5,0.8088888888870914,182,33,53,4,0,10
0.55,0.7199999999984,162,53,73,4,0,10
0.6,0.6222222222208396,140,75,95,4,0,10
0.65,0.524444444443279,118,97,117,4,0,10
0.7,0.4133333333324148,93,122,142,4,0,10
0.75,0.2444444444439012,55,160,180,4,0,10
0.8,0.1288888888886024,29,186,206,4,0,10
0.85,0.0399999999999111,9,206,226,4,0,10
0.9,0.0177777777777382,4,211,231,4,0,10
0.5,0.8191489361658556,77,12,22,0,0,10
0.55,0.7340425531875849,69,20,30,0,0,10
0.6,0.6702127659538819,63,26,36,0,0,10
0.65,0.5212765957419081,49,40,50,0,0,10
0.7,0.4148936170190697,39,50,60,0,0,10
0.75,0.2553191489348121,24,65,75,0,0,10
0.8,0.1489361702119737,14,75,85,0,0,10
0.85,0.0744680851059868,7,82,92,0,0,10
0.9,0.0425531914891353,4,85,95,0,0,10
0.5,0.7804878048742415,80,19,26,2,0,10
0.55,0.7317073170696015,75,24,31,2,0,10
0.6,0.6146341463384652,63,36,43,2,0,10
0.65,0.497560975607329,51,48,55,2,0,10
0.7,0.3121951219496966,32,67,74,2,0,10
0.75,0.2536585365841285,26,73,80,2,0,10
0.8,0.0975609756092801,10,89,96,2,0,10
0.85,0.039024390243712,4,95,102,2,0,10
0.9,0.019512195121856,2,97,104,2,0,10
0.5,0.8689655172383829,126,19,19,1,0,10
0.55,0.8206896551695838,119,26,26,1,0,10
0.6,0.7241379310319858,105,40,40,1,0,10
0.65,0.5793103448255886,84,61,61,1,0,10
0.7,0.4344827586191914,63,82,82,1,0,10
0.75,0.2827586206886801,41,104,104,1,0,10
0.8,0.1517241379305113,22,123,123,1,0,10
0.85,0.0965517241375981,14,131,131,1,0,10
0.9,0.0137931034482283,2,143,143,1,0,10
0.5,0.8846153846129544,161,23,19,3,0,10
0.55,0.8461538461515216,154,30,26,3,0,10
0.6,0.7747252747231463,141,43,39,3,0,10
0.65,0.6978021978002807,127,57,53,3,0,10
0.7,0.5274725274710784,96,88,84,3,0,10
0.75,0.3461538461528952,63,121,117,3,0,10
0.8,0.1868131868126736,34,150,146,3,0,10
0.85,0.0604395604393944,11,173,169,3,0,10
0.9,0.0109890109889808,2,182,178,3,0,10
0.5,0.7829787234009236,92,38,13,0,0,10
0.55,0.7234042553160707,85,45,20,0,0,10
0.6,0.68085106382689,80,50,25,0,0,10
0.65,0.612765957444201,72,58,33,0,0,10
0.7,0.4680851063809869,55,75,50,0,0,10
0.75,0.340425531913445,40,90,65,0,0,10
0.8,0.2297872340415754,27,103,78,0,0,10
0.85,0.1276595744675419,15,115,90,0,0,10
0.9,0.0510638297870167,6,124,99,0,0,10
0.5,0.7003154574110401,111,54,41,1,0,10
0.55,0.6624605678212541,105,60,47,1,0,10
0.6,0.5930599369066465,94,71,58,1,0,10
0.65,0.4479495268124671,71,94,81,1,0,10
0.7,0.3533123028380022,56,109,96,1,0,10
0.75,0.23343848580368,37,128,115,1,0,10
0.8,0.1577287066241081,25,140,127,1,0,10
0.85,0.0441640378547502,7,158,145,1,0,10
0.9,0.0189274447948929,3,162,149,1,0,10
0.5,0.6581196581168457,77,49,31,3,0,10
0.55,0.5811965811940975,68,58,40,3,0,10
0.6,0.4957264957243772,58,68,50,3,0,10
0.65,0.4444444444425451,52,74,56,3,0,10
0.7,0.3247863247849368,38,88,70,3,0,10
0.75,0.1794871794864124,21,105,87,3,0,10
0.8,0.0940170940166922,11,115,97,3,0,10
0.85,0.0512820512818321,6,120,102,3,0,10
0.9,0.0,0,126,108,3,0,10
0.5,0.8399999999958001,84,18,14,0,0,10
0.55,0.8099999999959501,81,21,17,0,0,10
0.6,0.76999999999615,77,25,21,0,0,10
0.65,0.7099999999964499,71,31,27,0,0,10
0.7,0.5299999999973499,53,49,45,0,0,10
0.75,0.3999999999979999,40,62,58,0,0,10
0.8,0.28999999999855,29,73,69,0,0,10
0.85,0.1599999999992,16,86,82,0,0,10
0.9,0.0199999999999,2,100,96,0,0,10
0.5,0.8411214953244825,135,33,18,0,0,10
0.55,0.7975077881595094,128,40,25,0,0,10
0.6,0.7601246105895324,122,46,31,0,0,10
0.65,0.6604361370695937,106,62,47,0,0,10
0.7,0.4922118380046972,79,89,74,0,0,10
0.75,0.3426791277247891,55,113,98,0,0,10
0.8,0.1993769470398773,32,136,121,0,0,10
0.85,0.0685358255449578,11,157,142,0,0,10
0.9,0.0124610591899923,2,166,151,0,0,10
0.5,0.7593818984530698,172,46,63,4,0,11
0.55,0.6754966887402307,153,65,82,4,0,11
0.6,0.5651214128022846,128,90,107,4,0,11
0.65,0.4503311258268204,102,116,133,4,0,11
0.7,0.2869757174386601,65,153,170,4,0,11
0.75,0.1766004415007139,40,178,195,4,0,11
0.8,0.0927152317878748,21,197,214,4,0,11
0.85,0.0441501103751784,10,208,225,4,0,11
0.9,0.0132450331125535,3,215,232,4,0,11
0.5,0.7765957446767203,73,16,26,0,0,11
0.55,0.6276595744647465,59,30,40,0,0,11
0.6,0.457446808508205,43,46,56,0,0,11
0.65,0.3085106382962313,29,60,70,0,0,11
0.7,0.2234042553179606,21,68,78,0,0,11
0.75,0.1170212765951222,11,78,88,0,0,11
0.8,0.0319148936168515,3,86,96,0,0,11
0.85,0.0106382978722838,1,88,98,0,0,11
0.9,0.0,0,89,99,0,0,11
0.5,0.7669902912584127,79,21,27,2,0,11
0.55,0.6504854368900462,67,33,39,2,0,11
0.6,0.5533980582497409,57,43,49,2,0,11
0.65,0.3398058252410689,35,65,71,2,0,11
0.7,0.1747572815525497,18,82,88,2,0,11
0.75,0.0582524271841832,6,94,100,2,0,11
0.8,0.0097087378640305,1,99,105,2,0,11
0.85,0.0097087378640305,1,99,105,2,0,11
0.9,0.0,0,100,106,2,0,11
0.5,0.8413793103419263,122,23,23,1,0,11
0.55,0.7586206896525565,110,35,35,1,0,11
0.6,0.5724137931014744,83,62,62,1,0,11
0.65,0.4068965517227348,59,86,86,1,0,11
0.7,0.2206896551716528,32,113,113,1,0,11
0.75,0.1103448275858264,16,129,129,1,0,11
0.8,0.0551724137929132,8,137,137,1,0,11
0.85,0.0344827586205707,5,140,140,1,0,11
0.9,0.0137931034482283,2,143,143,1,0,11
0.5,0.8238482384801522,152,37,28,3,0,11
0.55,0.7642276422743517,141,48,39,3,0,11
0.6,0.6504065040632779,120,69,60,3,0,11
0.65,0.4715447154458765,87,102,93,3,0,11
0.7,0.2926829268284751,54,135,126,3,0,11
0.75,0.1192411924116009,22,167,158,3,0,11
0.8,0.0813008130079097,15,174,165,3,0,11
0.85,0.0216802168021092,4,185,176,3,0,11
0.9,0.0108401084010546,2,187,178,3,0,11
0.5,0.8018018017981902,89,28,16,0,0,11
0.55,0.693693693690569,77,40,28,0,0,11
0.6,0.5765765765739794,64,53,41,0,0,11
0.65,0.4324324324304845,48,69,57,0,0,11
0.7,0.2882882882869897,32,85,73,0,0,11
0.75,0.189189189188337,21,96,84,0,0,11
0.8,0.0990990990986527,11,106,94,0,0,11
0.85,0.0630630630627789,7,110,98,0,0,11
0.9,0.0450450450448421,5,112,100,0,0,11
0.5,0.6583850931656572,106,64,46,1,0,11
0.55,0.5962732919236141,96,74,56,1,0,11
0.6,0.4409937888185062,71,99,81,1,0,11
0.65,0.3291925465828286,53,117,99,1,0,11
0.7,0.2236024844713552,36,134,116,1,0,11
0.75,0.1366459627324948,22,148,130,1,0,11
0.8,0.0496894409936345,8,162,144,1,0,11
0.85,0.0248447204968172,4,166,148,1,0,11
0.9,0.0062111801242043,1,169,151,1,0,11
0.5,0.6545454545424794,72,40,36,4,0,11
0.55,0.5454545454520662,60,52,48,4,0,11
0.6,0.4545454545433884,50,62,58,4,0,11
0.65,0.2727272727260331,30,82,78,4,0,11
0.7,0.1727272727264876,19,93,89,4,0,11
0.75,0.0727272727269421,8,104,100,4,0,11
0.8,0.0454545454543388,5,107,103,4,0,11
0.85,0.0181818181817355,2,110,106,4,0,11
0.9,0.0,0,112,108,4,0,11
0.5,0.8383838383796042,83,17,15,0,0,11
0.55,0.7676767676728906,76,24,22,0,0,11
0.6,0.6464646464613816,64,36,34,0,0,11
0.65,0.5555555555527497,55,45,43,0,0,11
0.7,0.4141414141393225,41,59,57,0,0,11
0.75,0.2323232323220589,23,77,75,0,0,11
0.8,0.1111111111105499,11,89,87,0,0,11
0.85,0.0707070707067136,7,93,91,0,0,11
0.9,0.0404040404038363,4,96,94,0,0,11
0.5,0.8238993710665915,131,34,22,1,0,11
0.55,0.7610062893057831,121,44,32,1,0,11
0.6,0.6603773584884894,105,60,48,1,0,11
0.65,0.5031446540864681,80,85,73,1,0,11
0.7,0.3396226415083659,54,111,99,1,0,11
0.75,0.1823899371063446,29,136,124,1,0,11
0.8,0.1006289308172936,16,149,137,1,0,11
0.85,0.0314465408804042,5,160,148,1,0,11
0.9,0.0125786163521617,2,163,151,1,0,11
0.5,0.6914660831494717,158,64,77,7,0,12
0.55,0.59518599562233,136,86,99,7,0,12
0.6,0.5032822757100585,115,107,120,7,0,12
0.65,0.3982494529531767,91,131,144,7,0,12
0.7,0.3063457330409052,70,152,165,7,0,12
0.75,0.1881838074394131,43,179,192,7,0,12
0.8,0.1094091903717518,25,197,210,7,0,12
0.85,0.0437636761487007,10,212,225,7,0,12
0.9,0.0087527352297401,2,220,233,7,0,12
0.5,0.5968586387403306,57,35,42,2,0,12
0.55,0.5026178010444889,48,44,51,2,0,12
0.6,0.3560209424065129,34,58,65,2,0,12
0.65,0.2408376963338176,23,69,76,2,0,12
0.7,0.1465968586379759,14,78,85,2,0,12
0.75,0.0942408376958416,9,83,90,2,0,12
0.8,0.0314136125652805,3,89,96,2,0,12
0.85,0.0104712041884268,1,91,98,2,0,12
0.9,0.0,0,92,99,2,0,12
0.5,0.6831683168283011,69,27,37,4,0,12
0.55,0.5148514851459661,52,44,54,4,0,12
0.6,0.4059405940573963,41,55,65,4,0,12
0.65,0.2970297029688266,30,66,76,4,0,12
0.7,0.168316831682335,17,79,89,4,0,12
0.75,0.0891089108906479,9,87,97,4,0,12
0.8,0.0297029702968826,3,93,103,4,0,12
0.85,0.0099009900989608,1,95,105,4,0,12
0.9,0.0,0,96,106,4,0,12
0.5,0.7645051194513157,112,36,33,2,0,12
0.55,0.655290102386842,96,52,49,2,0,12
0.6,0.4573378839574835,67,81,78,2,0,12
0.65,0.3003412969273026,44,104,101,2,0,12
0.7,0.1843003412962993,27,121,118,2,0,12
0.75,0.1092150170644736,16,132,129,2,0,12
0.8,0.0409556313991776,6,142,139,2,0,12
0.85,0.034129692832648,5,143,140,2,0,12
0.9,0.0068259385665296,1,147,144,2,0,12
0.5,0.8109589041073673,148,37,32,4,0,12
0.55,0.7013698630117771,128,57,52,4,0,12
0.6,0.5643835616422894,103,82,77,4,0,12
0.65,0.3561643835606679,65,120,115,4,0,12
0.7,0.2520547945198574,46,139,134,4,0,12
0.75,0.1369863013694877,25,160,155,4,0,12
0.8,0.0657534246573541,12,173,168,4,0,12
0.85,0.0383561643834565,7,178,173,4,0,12
0.9,0.021917808219118,4,181,176,4,0,12
0.5,0.7148936170182345,84,46,21,0,0,12
0.55,0.6042553191463649,71,59,34,0,0,12
0.6,0.4851063829766591,57,73,48,0,0,12
0.65,0.3659574468069534,43,87,62,0,0,12
0.7,0.272340425530756,32,98,73,0,0,12
0.75,0.1787234042545586,21,109,84,0,0,12
0.8,0.136170212765378,16,114,89,0,0,12
0.85,0.0595744680848528,7,123,98,0,0,12
0.9,0.0425531914891806,5,125,100,0,0,12
0.5,0.5588235294101211,95,93,57,2,1,12
0.55,0.4588235294104152,78,110,74,2,1,12
0.6,0.3470588235283909,59,129,93,2,1,12
0.65,0.2529411764698443,43,145,109,2,1,12
0.7,0.1882352941170934,32,156,120,2,1,12
0.75,0.0999999999997058,17,171,135,2,1,12
0.8,0.0588235294115917,10,178,142,2,1,12
0.85,0.0176470588234775,3,185,149,2,1,12
0.9,0.0,0,188,152,2,1,12
0.5,0.590909090906405,65,47,43,5,0,12
0.55,0.5363636363611983,59,53,49,5,0,12
0.6,0.3636363636347107,40,72,68,5,0,12
0.65,0.2545454545442975,28,84,80,5,0,12
0.7,0.1090909090904132,12,100,96,5,0,12
0.75,0.0545454545452066,6,106,102,5,0,12
0.8,0.0272727272726033,3,109,105,5,0,12
0.85,0.0090909090908677,1,111,107,5,0,12
0.9,0.0,0,112,108,5,0,12
0.5,0.7980295566463151,81,24,17,0,1,12
0.55,0.6995073891591158,71,34,27,0,1,12
0.6,0.5812807881744765,59,46,39,0,1,12
0.65,0.4236453201949574,43,62,55,0,1,12
0.7,0.3152709359590381,32,73,66,0,1,12
0.75,0.2266009852205586,23,82,75,0,1,12
0.8,0.1379310344820791,14,91,84,0,1,12
0.85,0.0788177339897595,8,97,90,0,1,12
0.9,0.0197044334974398,2,103,96,0,1,12
0.5,0.7801857585115165,126,44,27,1,0,12
0.55,0.6873065015458597,111,59,42,1,0,12
0.6,0.5448916408651862,88,82,65,1,0,12
0.65,0.3900928792557582,63,107,90,1,0,12
0.7,0.2600619195038388,42,128,111,1,0,12
0.75,0.1362229102162965,22,148,131,1,0,12
0.8,0.0866873065012796,14,156,139,1,0,12
0.85,0.0433436532506398,7,163,146,1,0,12
0.9,0.0123839009287542,2,168,151,1,0,12
0.5,0.6113537117890582,140,83,95,6,1,13
0.55,0.5065502183395053,116,107,119,6,1,13
0.6,0.3668122270734349,84,139,151,6,1,13
0.65,0.2401746724885586,55,168,180,6,1,13
0.7,0.1484716157201998,34,189,201,6,1,13
0.75,0.0960698689954234,22,201,213,6,1,13
0.8,0.0567685589518411,13,210,222,6,1,13
0.85,0.0131004366811941,3,220,232,6,1,13
0.9,0.0131004366811941,3,220,232,6,1,13
0.5,0.5104166666640083,49,44,50,2,0,13
0.55,0.354166666664822,34,59,65,2,0,13
0.6,0.2291666666654731,22,71,77,2,0,13
0.65,0.1041666666661241,10,83,89,2,0,13
0.7,0.0624999999996744,6,87,93,2,0,13
0.75,0.0208333333332248,2,91,97,2,0,13
0.8,0.0104166666666124,1,92,98,2,0,13
0.85,0.0104166666666124,1,92,98,2,0,13
0.9,0.0,0,93,99,2,0,13
0.5,0.5754716981104929,61,45,45,4,0,13
0.55,0.4528301886771093,48,58,58,4,0,13
0.6,0.3018867924514062,32,74,74,4,0,13
0.65,0.1603773584898095,17,89,89,4,0,13
0.7,0.0566037735846386,6,100,100,4,0,13
0.75,0.0283018867923193,3,103,103,4,0,13
0.8,0.0283018867923193,3,103,103,4,0,13
0.85,0.0094339622641064,1,105,105,4,0,13
0.9,0.0,0,106,106,4,0,13
0.5,0.7162162162137966,106,45,39,3,0,13
0.55,0.5067567567550447,75,76,70,3,0,13
0.6,0.3513513513501644,52,99,93,3,0,13
0.65,0.2229729729722196,33,118,112,3,0,13
0.7,0.0878378378375411,13,138,132,3,0,13
0.75,0.0472972972971375,7,144,138,3,0,13
0.8,0.0337837837836696,5,146,140,3,0,13
0.85,0.0202702702702017,3,148,142,3,0,13
0.9,0.0135135135134678,2,149,143,3,0,13
0.5,0.7499999999980054,141,55,39,4,0,13
0.55,0.6223404255302597,117,79,63,4,0,13
0.6,0.4468085106371096,84,112,96,4,0,13
0.65,0.2499999999993351,47,149,133,4,0,13
0.7,0.1276595744677456,24,172,156,4,0,13
0.75,0.0638297872338728,12,184,168,4,0,13
0.8,0.0372340425530924,7,189,173,4,0,13
0.85,0.0265957446807803,5,191,175,4,0,13
0.9,0.0212765957446242,4,192,176,4,0,13
0.5,0.6638297872312178,78,52,27,1,0,13
0.55,0.544680851061512,64,66,41,1,0,13
0.6,0.3659574468069534,43,87,62,1,0,13
0.65,0.2638297872329199,31,99,74,1,0,13
0.7,0.136170212765378,16,114,89,1,0,13
0.75,0.0936170212761973,11,119,94,1,0,13
0.8,0.068085106382689,8,122,97,1,0,13
0.85,0.0510638297870167,6,124,99,1,0,13
0.9,0.0340425531913445,4,126,101,1,0,13
0.5,0.5365853658520227,88,88,64,4,0,13
0.55,0.4085365853646081,67,109,85,4,0,13
0.6,0.2804878048771936,46,130,106,4,0,13
0.65,0.1829268292677349,30,146,122,4,0,13
0.7,0.0975609756094586,16,160,136,4,0,13
0.75,0.0487804878047293,8,168,144,4,0,13
0.8,0.0304878048779558,5,171,147,4,0,13
0.85,0.0182926829267735,3,173,149,4,0,13
0.9,0.0,0,176,152,4,0,13
0.5,0.469026548670491,53,65,55,8,0,13
0.55,0.3628318584054742,41,77,67,8,0,13
0.6,0.2035398230079489,23,95,85,8,0,13
0.65,0.1150442477871015,13,105,95,8,0,13
0.7,0.0707964601766779,8,110,100,8,0,13
0.75,0.0265486725662542,3,115,105,8,0,13
0.8,0.0176991150441694,2,116,106,8,0,13
0.85,0.0176991150441694,2,116,106,8,0,13
0.9,0.0,0,118,108,8,0,13
0.5,0.6883720930200541,74,43,24,0,0,13
0.55,0.567441860462477,61,56,37,0,0,13
0.6,0.3813953488354354,41,76,57,0,0,13
0.65,0.2418604651151541,26,91,72,0,0,13
0.7,0.1581395348829854,17,100,81,0,0,13
0.75,0.0930232558135208,10,107,88,0,0,13
0.8,0.0651162790694645,7,110,91,0,0,13
0.85,0.0558139534881124,6,111,92,0,0,13
0.9,0.0279069767440562,3,114,95,0,0,13
0.5,0.7120743034033682,115,55,38,2,0,13
0.55,0.594427244580203,96,74,57,2,0,13
0.6,0.4705882352926607,76,94,77,2,0,13
0.65,0.2972136222901015,48,122,105,2,0,13
0.7,0.1547987616094278,25,145,128,2,0,13
0.75,0.0804953560369025,13,157,140,2,0,13
0.8,0.055727554179394,9,161,144,2,0,13
0.85,0.0309597523218855,5,165,148,2,0,13
0.9,0.0123839009287542,2,168,151,2,0,13
0.5,0.636363636362259,147,80,88,9,0,14
0.55,0.5108225108214052,118,109,117,9,0,14
0.6,0.3896103896095463,90,137,145,9,0,14
0.65,0.2727272727266824,63,164,172,9,0,14
0.7,0.1731601731597983,40,187,195,9,0,14
0.75,0.1082251082248739,25,202,210,9,0,14
0.8,0.0389610389609546,9,218,226,9,0,14
0.85,0.0216450216449747,5,222,230,9,0,14
0.9,0.0086580086579899,2,225,233,9,0,14
0.5,0.5145631067936186,53,54,46,2,0,14
0.55,0.3786407766971911,39,68,60,2,0,14
0.6,0.2330097087367329,24,83,75,2,0,14
0.65,0.126213592232397,13,94,86,2,0,14
0.7,0.0679611650482137,7,100,92,2,0,14
0.75,0.0291262135920916,3,104,96,2,0,14
0.8,0.019417475728061,2,105,97,2,0,14
0.85,0.0097087378640305,1,106,98,2,0,14
0.9,0.0,0,107,99,2,0,14
0.5,0.558139534881125,60,49,46,7,0,14
0.55,0.3813953488354354,41,68,65,7,0,14
0.6,0.2418604651151541,26,83,80,7,0,14
0.65,0.1488372093016333,16,93,90,7,0,14
0.7,0.0558139534881124,6,103,100,7,0,14
0.75,0.0372093023254083,4,105,102,7,0,14
0.8,0.0279069767440562,3,106,103,7,0,14
0.85,0.0186046511627041,2,107,104,7,0,14
0.9,0.0,0,109,106,7,0,14
0.5,0.6910299003299302,104,52,41,3,1,14
0.55,0.5315614617922539,80,76,65,3,1,14
0.6,0.3720930232545777,56,100,89,3,1,14
0.65,0.2259136212617079,34,122,111,3,1,14
0.7,0.1395348837204666,21,135,124,3,1,14
0.75,0.0664451827240317,10,146,135,3,1,14
0.8,0.0265780730896127,4,152,141,3,1,14
0.85,0.0132890365448063,2,154,143,3,1,14
0.9,0.0066445182724031,1,155,144,3,1,14
0.5,0.6806282722495272,130,72,50,5,0,14
0.55,0.5654450261765303,108,94,72,5,0,14
0.6,0.4450261780093062,85,117,95,5,0,14
0.65,0.2513089005229023,48,154,132,5,0,14
0.7,0.1623036649210411,31,171,149,5,0,14
0.75,0.0890052356018612,17,185,163,5,0,14
0.8,0.0523560209422713,10,192,170,5,0,14
0.85,0.0209424083769085,4,198,176,5,0,14
0.9,0.0157068062826813,3,199,177,5,0,14
0.5,0.6527196652692355,78,56,27,1,0,14
0.55,0.468619246859964,56,78,49,1,0,14
0.6,0.3514644351449729,42,92,63,1,0,14
0.65,0.234309623429982,28,106,77,1,0,14
0.7,0.1338912133885611,16,118,89,1,0,14
0.75,0.1004184100414208,12,122,93,1,0,14
0.8,0.0585774058574955,7,127,98,1,0,14
0.85,0.0334728033471402,4,130,101,1,0,14
0.9,0.0167364016735701,2,132,103,1,0,14
0.5,0.4924924924910135,82,99,70,5,0,14
0.55,0.396396396395206,66,115,86,5,0,14
0.6,0.3123123123113744,52,129,100,5,0,14
0.65,0.1621621621616752,27,154,125,5,0,14
0.7,0.0780780780778436,13,168,139,5,0,14
0.75,0.0420420420419157,7,174,145,5,0,14
0.8,0.0180180180179639,3,178,149,5,0,14
0.85,0.0120120120119759,2,179,150,5,0,14
0.9,0.0,0,181,152,5,0,14
0.5,0.4491525423709782,53,75,55,6,0,14
0.55,0.3474576271171718,41,87,67,6,0,14
0.6,0.2288135593210643,27,101,81,6,0,14
0.65,0.1186440677961074,14,114,94,6,0,14
0.7,0.0508474576269031,6,122,102,6,0,14
0.75,0.0338983050846021,4,124,104,6,0,14
0.8,0.0254237288134515,3,125,105,6,0,14
0.85,0.0,0,128,108,6,0,14
0.9,0.0,0,128,108,6,0,14
0.5,0.6607142857113362,74,52,24,2,0,14
0.55,0.4999999999977679,56,70,42,2,0,14
0.6,0.3482142857127312,39,87,59,2,0,14
0.65,0.1964285714276945,22,104,76,2,0,14
0.7,0.1339285714279735,15,111,83,2,0,14
0.75,0.0892857142853156,10,116,88,2,0,14
0.8,0.0624999999997209,7,119,91,2,0,14
0.85,0.0535714285711894,6,120,92,2,0,14
0.9,0.0178571428570631,2,124,96,2,0,14
0.5,0.7033639143709377,115,59,38,2,0,14
0.55,0.5626911314967502,92,82,61,2,0,14
0.6,0.3853211009162529,63,111,90,2,0,14
0.65,0.2752293577973235,45,129,108,2,0,14
0.7,0.1773700305804973,29,145,124,2,0,14
0.75,0.116207951069981,19,155,134,2,0,14
0.8,0.0550458715594646,9,165,144,2,0,14
0.85,0.0244648318042065,4,170,149,2,0,14
0.9,0.0061162079510516,1,173,152,2,0,14
0.5,0.5797752808975736,129,81,106,13,0,15
0.55,0.4629213483135664,103,107,132,13,0,15
0.6,0.3460674157295594,77,133,158,13,0,15
0.65,0.2292134831455523,51,159,184,13,0,15
0.7,0.1528089887637015,34,176,201,13,0,15
0.75,0.0808988764043125,18,192,217,13,0,15
0.8,0.0269662921347708,6,204,229,13,0,15
0.85,0.0134831460673854,3,207,232,13,0,15
0.9,0.0089887640449236,2,208,233,13,0,15
0.5,0.4242424242402816,42,57,57,2,0,15
0.55,0.2828282828268544,28,71,71,2,0,15
0.6,0.1717171717163044,17,82,82,2,0,15
0.65,0.0909090909086317,9,90,90,2,0,15
0.7,0.0606060606057545,6,93,93,2,0,15
0.75,0.0202020202019181,2,97,97,2,0,15
0.8,0.0101010101009589,1,98,98,2,0,15
0.85,0.0101010101009589,1,98,98,2,0,15
0.9,0.0,0,99,99,2,0,15
0.5,0.5092592592569016,55,55,51,5,0,15
0.55,0.3518518518502229,38,72,68,5,0,15
0.6,0.2499999999988426,27,83,79,5,0,15
0.65,0.1111111111105967,12,98,94,5,0,15
0.7,0.0462962962960819,5,105,101,5,0,15
