Identification,TrackNumber,MeanNoBgCorrectedCh00,MeanNoBgCorrectedCh01,SumNoBgCorrectedCh00,SumNoBgCorrectedCh01,AreaMorphologyCh01,TimePoint,Time,Position,Cell,Cytokine,CellType,Experiment,relSignal,MeanNoBgCorrectedCh00_norm,base_sd,trace_1_3_sd,trace_2_3_sd,trace_3_3_sd,trace_sd,expression_t0,AUC,resp_score,sustra_score,npeaks,ACFx,ACFy,ACFy_nobs,ACF_AUC,ACF_diff_AUC,nACpeaks,ACpeak_height_1,ACpeak_steepness_1,acf_freq_peak_1,ACpeak_height_2,ACpeak_steepness_2,acf_freq_peak_2,ACpeak_height_3,ACpeak_steepness_3,acf_freq_peak_3,osc_score,ResponseType,Set,Setup,Theta
210930MA20_p0005-010DS,1,0.527721129422611,0.263297,8.8,16.851,50.0,14,1.51875,5,10,TNF 10pg/uL,GMP-,210930MA20,0.396540249938588,0.0837627477172471,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,6.0,0.2489024636738,0.450928781900864,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.5528775587586109,0.253955461538462,9.66877692307692,17.0259230769231,52.6923076923077,15,1.63557692307692,5,10,TNF 10pg/uL,GMP-,210930MA20,0.430725028806246,0.0905739925160227,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,6.3846153846153895,0.206211230253185,0.3922796333131969,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.7200962209065741,0.248200615384615,10.35382,14.2319846153846,44.0769230769231,16,1.75240384615385,5,10,TNF 10pg/uL,GMP-,210930MA20,0.574005932977658,0.135849386237484,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,6.76923076923077,0.163519996832571,0.333630484725529,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.889580467360657,0.257856461538462,11.6660307692308,12.9915846153846,37.846153846153896,17,1.86923076923077,5,10,TNF 10pg/uL,GMP-,210930MA20,0.6825522824987049,0.181738199658344,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,7.153846153846152,0.128115273384274,0.277920689350104,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.9627590766312092,0.286797615384615,13.8352923076923,15.8208153846154,42.23076923076921,18,1.98605769230769,5,10,TNF 10pg/uL,GMP-,210930MA20,0.6641570534098679,0.201551719896783,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,7.53846153846154,0.103640314894452,0.226619923793043,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.9605330529580092,0.302013769230769,14.1882153846154,17.126969230769202,44.53846153846151,19,2.10288461538462,5,10,TNF 10pg/uL,GMP-,210930MA20,0.62923703218488,0.200949011461355,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,7.923076923076921,0.0791653564046307,0.175319158235981,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,1.00942881433142,0.299491461538462,15.4919692307692,17.617492307692302,46.53846153846151,20,2.21971153846154,5,10,TNF 10pg/uL,GMP-,210930MA20,0.666837409808394,0.21418781399126,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,8.30769230769231,0.0695976461815833,0.132440573609907,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.944075534435119,0.292995692307692,14.6005846153846,17.3580692307692,46.9230769230769,21,2.33653846153846,5,10,TNF 10pg/uL,GMP-,210930MA20,0.6374912253245151,0.196493045714286,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,8.69230769230769,0.0637567480252294,0.0916675342165805,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.76290673029696,0.2845626153846149,11.8977538461538,17.1155153846154,48.0,22,2.45336538461538,5,10,TNF 10pg/uL,GMP-,210930MA20,0.530422949309862,0.147440572551072,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,9.07692307692308,0.0609653803848743,0.0529217371363417,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.6265937793168149,0.266535692307692,11.680523076923098,19.1245923076923,58.0,23,2.57019230769231,5,10,TNF 10pg/uL,GMP-,210930MA20,0.465113995746298,0.110533074035749,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,9.461538461538463,0.070372134808514,0.0222849093084552,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.660731062782626,0.258582538461538,10.7221769230769,16.2196,48.9615384615384,24,2.68701923076923,5,10,TNF 10pg/uL,GMP-,210930MA20,0.505538497875599,0.119775935625732,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,9.846153846153848,0.0797788892321536,-0.0083519185194314,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.643896537332592,0.262874538461538,10.2352846153846,16.1224615384615,47.73076923076921,25,2.80384615384615,5,10,TNF 10pg/uL,GMP-,210930MA20,0.484614349995908,0.115217893131708,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,10.2307692307692,0.0941341687678,-0.0337490894243057,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.567882552550445,0.274566,9.67327153846153,17.9788846153846,51.961538461538495,26,2.92067307692308,5,10,TNF 10pg/uL,GMP-,210930MA20,0.409204567421438,0.0946366790187543,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,10.6153846153846,0.111788465044784,-0.0556531557138386,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.462533177544479,0.286216,8.07451,19.1765,53.5,27,3.0375,5,10,TNF 10pg/uL,GMP-,210930MA20,0.319725802243099,0.0661127429314983,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,11.0,0.129442761321768,-0.0775572220033713,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.520767019658387,0.274959846153846,9.09110230769231,18.4223461538462,53.5,28,3.15432692307692,5,10,TNF 10pg/uL,GMP-,210930MA20,0.374716571531586,0.0818798833675797,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,11.3846153846154,0.149212104003931,-0.0918793086895436,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.520338347725564,0.273131076923077,9.72126769230769,19.629861538461498,57.53846153846151,29,3.27115384615385,5,10,TNF 10pg/uL,GMP-,210930MA20,0.376914998882648,0.0817638180296167,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,11.7692307692308,0.168981446686094,-0.106201395375716,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.516720616413707,0.2757967692307689,10.5369538461539,21.561076923076897,63.15384615384621,30,3.38798076923077,5,10,TNF 10pg/uL,GMP-,210930MA20,0.370676726249064,0.0807842969198386,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,12.1538461538462,0.187978172808546,-0.118332485964316,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.545366057390276,0.278624923076923,11.667876923076902,22.8920307692308,67.26923076923079,31,3.50480769230769,5,10,TNF 10pg/uL,GMP-,210930MA20,0.387254833144151,0.0885402112530812,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,12.5384615384615,0.205815974091432,-0.127177082406557,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.5680278050235511,0.276784153846154,10.8956461538462,20.4003384615385,59.961538461538495,32,3.62163461538462,5,10,TNF 10pg/uL,GMP-,210930MA20,0.406029020853821,0.0946760069431882,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,12.923076923076902,0.223653775374317,-0.1360216788487979,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.5422319105315621,0.281193230769231,10.2561169230769,20.4208307692308,58.8076923076923,33,3.73846153846154,5,10,TNF 10pg/uL,GMP-,210930MA20,0.3815126251166529,0.0876916233551372,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,13.3076923076923,0.2372627901334589,-0.142580551618269,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.509135307894403,0.288042461538462,9.73272846153846,21.140253846153893,59.3846153846154,34,3.85528846153846,5,10,TNF 10pg/uL,GMP-,210930MA20,0.349707869812553,0.0787305319554571,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,13.6923076923077,0.249814608261664,-0.148567993469546,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.488622234040114,0.2932550769230769,9.46123461538462,21.7894076923077,60.23076923076921,35,3.97211538461538,5,10,TNF 10pg/uL,GMP-,210930MA20,0.329652511690478,0.0731765017816685,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,14.076923076923098,0.260444276624435,-0.154353409282249,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.499188465772721,0.2884104615384619,9.86545769230769,21.8739461538462,61.3846153846154,36,4.08894230769231,5,10,TNF 10pg/uL,GMP-,210930MA20,0.342438224016681,0.0760373684798047,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,14.4615384615385,0.2633853459254689,-0.1593307209406569,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.456095422608429,0.295535153846154,8.32307769230769,20.5982384615385,55.961538461538495,37,4.205769230769231,5,10,TNF 10pg/uL,GMP-,210930MA20,0.3053340720572169,0.0643696845571044,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,14.8461538461538,0.266326415226504,-0.164308032599065,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.4556891880495,0.294774230769231,8.5300176923077,21.0881153846154,57.65384615384621,38,4.32259615384615,5,10,TNF 10pg/uL,GMP-,210930MA20,0.30584959742775,0.0642596942643792,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,15.2307692307692,0.262590402261879,-0.168742196708645,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.47847168418176,0.2904669230769231,9.16681999999999,21.3544461538461,59.2692307692307,39,4.43942307692308,5,10,TNF 10pg/uL,GMP-,210930MA20,0.325902926826471,0.0704281832900419,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,15.6153846153846,0.2544030011201489,-0.172814262452338,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.479685073743677,0.29222,7.74902,18.1176,48.5,40,4.55625,5,10,TNF 10pg/uL,GMP-,210930MA20,0.324769302027216,0.0707567153417138,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,16.0,0.246215599978419,-0.1768863281960319,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.4132999698768409,0.289671538461538,7.5438892307692305,20.4042153846154,55.8076923076923,41,4.67307692307692,5,10,TNF 10pg/uL,GMP-,210930MA20,0.282285292464517,0.0527825749186099,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,16.3846153846154,0.2289354276633,-0.179609235030239,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.44411947429233,0.2900350769230769,8.44735923076923,21.1725307692308,58.2692307692308,42,4.789903846153849,5,10,TNF 10pg/uL,GMP-,210930MA20,0.302954910225329,0.0611271291614662,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,16.7692307692308,0.211655255348182,-0.182332141864445,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.481516672002104,0.295712769230769,9.15867307692308,21.5870076923077,58.5,43,4.9067307692307685,5,10,TNF 10pg/uL,GMP-,210930MA20,0.32215876665677,0.0712526308766464,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,17.1538461538462,0.192714137660966,-0.1844713699062209,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.470082172945507,0.305101230769231,8.941176923076931,22.2724153846154,58.461538461538495,44,5.0235576923076914,5,10,TNF 10pg/uL,GMP-,210930MA20,0.304830575215423,0.0681566759147713,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,17.538461538461494,0.171281601915602,-0.185735079759351,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.492761634295014,0.292993538461538,9.37254615384615,21.3885692307692,58.0769230769231,45,5.14038461538462,5,10,TNF 10pg/uL,GMP-,210930MA20,0.3327419425824749,0.0742972676932239,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,17.9230769230769,0.149849066170238,-0.186998789612482,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.533230390399481,0.266996615384615,12.6370846153846,23.8374,74.6153846153848,46,5.25721153846154,5,10,TNF 10pg/uL,GMP-,210930MA20,0.395128031381958,0.0852544111275271,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,18.307692307692303,0.127095337679503,-0.187280310593774,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.5958542818529771,0.253957,13.695923076923098,22.688053846153803,74.23076923076921,47,5.37403846153846,5,10,TNF 10pg/uL,GMP-,210930MA20,0.464203681046488,0.102210182125254,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,18.692307692307697,0.104011311002426,-0.187316284357106,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.625381865897918,0.2656036153846149,11.6736353846154,19.1483923076923,57.6923076923077,48,5.49086538461538,5,10,TNF 10pg/uL,GMP-,210930MA20,0.465843462513396,0.110204941658106,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,19.0769230769231,0.081122149250328,-0.186965596918546,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.451692973667477,0.310276692307693,8.982812307692289,23.772853846153893,61.15384615384621,49,5.60769230769231,5,10,TNF 10pg/uL,GMP-,210930MA20,0.288020158766975,0.063177696733617,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,19.461538461538503,0.0590124471981452,-0.185068264672419,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.531054260360335,0.260145153846154,14.4856861538462,26.0733076923077,84.34615384615391,50,5.72451923076923,5,10,TNF 10pg/uL,GMP-,210930MA20,0.403879547354667,0.0846652116742729,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,19.8461538461538,0.0369027451459626,-0.183170932426292,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.660077426653653,0.237583461538462,18.234707692307698,25.4259230769231,88.7307692307692,51,5.841346153846152,5,10,TNF 10pg/uL,GMP-,210930MA20,0.549676764139525,0.11959895996578,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,20.2307692307692,0.0171643294878194,-0.1795184475452189,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.741474905027418,0.247465,17.6989538461538,22.2877538461538,74.6153846153845,52,5.95817307692308,5,10,TNF 10pg/uL,GMP-,210930MA20,0.592804343476458,0.14163778526176,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,20.61538461538461,-0.0009932285742971,-0.174695860907516,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.6782310335057901,0.273775,11.3098,17.5216,50.0,53,6.075,5,10,TNF 10pg/uL,GMP-,210930MA20,0.490131453467989,0.124514151171938,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,21.0,-0.0191507866364138,-0.169873274269812,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.566327583493847,0.281438076923077,9.8708923076923,18.8850615384615,52.6923076923077,54,6.1918269230769205,5,10,TNF 10pg/uL,GMP-,210930MA20,0.3981196043661021,0.0942156623968184,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,21.3846153846154,-0.02872804878586,-0.161619460903351,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.521904830697713,0.279947307692308,10.5414938461539,21.7182538461539,62.65384615384621,55,6.30865384615385,5,10,TNF 10pg/uL,GMP-,210930MA20,0.3688448508919551,0.0821879521089772,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,21.7692307692308,-0.0383053109353061,-0.15336564753689,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.529636867833141,0.273492846153846,12.0956538461538,23.9300384615385,71.73076923076921,56,6.42548076923077,5,10,TNF 10pg/uL,GMP-,210930MA20,0.383143040451246,0.0842814446718211,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,22.1538461538462,-0.0447906825322028,-0.143773133767237,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
210930MA20_p0005-010DS,1,0.565147259535564,0.265280307692308,13.5490538461538,24.4133,75.5,57,6.54230769230769,5,10,TNF 10pg/uL,GMP-,210930MA20,0.421488099393578,0.0938960830433917,0.0741253733182612,0.0707691681589563,0.0193937263411623,0.0166944861604916,0.0509970386172722,0.211634909454781,1.1904470815388402,0.7320777679493059,0.359445077015866,1,22.53846153846149,-0.0466382183002753,-0.132172569392795,0.0315284979477184,-0.0266249836568252,2,0.208418813446771,0.0347364689077951,15,0.111029296700622,0.0158613281000888,30,0.0,0.0,0,0.208418813446771,non-responsive,gt,20,0.6
