Identification,TrackNumber,MeanNoBgCorrectedCh00,MeanNoBgCorrectedCh01,SumNoBgCorrectedCh00,SumNoBgCorrectedCh01,AreaMorphologyCh01,TimePoint,Time,Position,Cell,Cytokine,CellType,Experiment,relSignal,MeanNoBgCorrectedCh00_norm,base_sd,trace_1_3_sd,trace_2_3_sd,trace_3_3_sd,trace_sd,expression_t0,AUC,resp_score,sustra_score,npeaks,ACFx,ACFy,ACFy_nobs,ACF_AUC,ACF_diff_AUC,nACpeaks,ACpeak_height_1,ACpeak_steepness_1,acf_freq_peak_1,ACpeak_height_2,ACpeak_steepness_2,acf_freq_peak_2,ACpeak_height_3,ACpeak_steepness_3,acf_freq_peak_3,osc_score,ResponseType,Set,Setup,Theta
220524DS30_p0009-003DS,1,0.952142598151013,0.477549,92.0118,148.518,281.5,11,1.1781045751633998,9,3,TNF 40ng/uL,GMP,220524DS30,0.717543212751477,0.223904364888296,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,4.921568627450982,0.380515713741614,0.4235710211787821,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.4677113794886398,0.441291,148.22,143.42,292.0,12,1.29591503267974,9,3,TNF 40ng/uL,GMP,220524DS30,1.1969598869175602,0.50240641656952,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,5.31372549019608,0.300509462127582,0.353758563844054,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.5074341386804802,0.391663,122.722,102.616,233.0,13,1.4137254901960803,9,3,TNF 40ng/uL,GMP,220524DS30,1.3851276714736598,0.52386401899584,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,5.705882352941179,0.222153052231354,0.286150475678831,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.48358053006589,0.383783,122.624,102.086,236.5,14,1.53153594771242,9,3,TNF 40ng/uL,GMP,220524DS30,1.39119944897532,0.5109786791932089,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,6.09803921568627,0.1491330756357559,0.224059734688026,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.53935909786244,0.443979,138.235,128.31,257.5,15,1.64934640522876,9,3,TNF 40ng/uL,GMP,220524DS30,1.2477900531184298,0.54110937393946,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,6.49019607843137,0.0921223989420444,0.178521035220472,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.49430371192015,0.45302,149.976,146.325,291.0,16,1.7671568627451,9,3,TNF 40ng/uL,GMP,220524DS30,1.18709507909999,0.5167711713980611,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,6.882352941176469,0.0351117222483333,0.132982335752918,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.33905894317229,0.389315,114.839,107.451,245.5,17,1.88496732026144,9,3,TNF 40ng/uL,GMP,220524DS30,1.23783444189317,0.4329104176555949,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,7.274509803921571,-0.0014639541847935,0.10663875035528,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.26205607035506,0.356056,123.922,112.514,284.0,18,2.00277777777778,9,3,TNF 40ng/uL,GMP,220524DS30,1.2756288906838795,0.3913146910693061,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,7.66666666666667,-0.0292817733633843,0.0885216424161773,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.1345493281383798,0.407273,133.259,153.94899999999996,342.0,19,2.12058823529412,9,3,TNF 40ng/uL,GMP,220524DS30,1.00254013636235,0.322437577877148,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,8.05882352941176,-0.0525184291472544,0.0743215025763417,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,0.965491865357343,0.4260350000000001,104.702,148.686,315.0,20,2.23839869281046,9,3,TNF 40ng/uL,GMP,220524DS30,0.815581460691585,0.231115426612704,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,8.450980392156861,-0.0497951590277083,0.0823175152990187,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,0.847375952867775,0.406685,101.635,156.98,353.0,21,2.3562091503268,9,3,TNF 40ng/uL,GMP,220524DS30,0.749863105442946,0.167311090207389,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,8.843137254901961,-0.0470718889081622,0.0903135280216956,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,0.8138804916615351,0.385454,108.745,165.745,393.0,22,2.47401960784314,9,3,TNF 40ng/uL,GMP,220524DS30,0.759892375684832,0.149217375060898,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,9.23529411764706,-0.031192894341653,0.108115823756863,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.0235650395951,0.385121,120.541,145.961,345.0,23,2.59183006535948,9,3,TNF 40ng/uL,GMP,220524DS30,0.9564939964470608,0.262485631245528,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,9.62745098039216,-0.0065434168105016,0.132455641500357,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.1388328080447498,0.389259,128.808,141.69,330.5,24,2.70964052287582,9,3,TNF 40ng/uL,GMP,220524DS30,1.0528956043252,0.32475144556162,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,10.0196078431373,0.0186326454123254,0.157037216258135,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.1001881598736698,0.286845,117.6,98.6745,306.5,25,2.8274509803921606,9,3,TNF 40ng/uL,GMP,220524DS30,1.3803324182953998,0.303876221553254,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,10.4117647058824,0.0538138167769927,0.186212174287295,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.20226757320964,0.31697,103.855,88.1176,246.5,26,2.9452614379085,9,3,TNF 40ng/uL,GMP,220524DS30,1.36504503311943,0.35901789629687,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,10.8039215686275,0.0889949881416599,0.215387132316456,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.31251166612672,0.383004,191.682,180.012,432.5,27,3.06307189542484,9,3,TNF 40ng/uL,GMP,220524DS30,1.23328618822978,0.4185700010295949,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,11.1960784313725,0.124371866749653,0.2423960462178769,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.3815300809066,0.381997,186.737,166.169,399.0,28,3.1808823529411803,9,3,TNF 40ng/uL,GMP,220524DS30,1.30156061509155,0.455852650436941,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,11.5882352941176,0.159944452600973,0.267238915991561,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.28273327426072,0.349806,131.13299999999998,115.086,297.0,29,3.29869281045752,9,3,TNF 40ng/uL,GMP,220524DS30,1.31969360238484,0.402484187592769,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,11.9803921568627,0.195517038452292,0.292081785765244,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.21469964148786,0.337243,127.953,114.325,307.5,30,3.41650326797386,9,3,TNF 40ng/uL,GMP,220524DS30,1.2962535670535802,0.365733501755258,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,12.3725490196078,0.222872498894942,0.306500641086178,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.25541040092857,0.408727,154.086,161.447,361.5,31,3.5343137254902,9,3,TNF 40ng/uL,GMP,220524DS30,1.10539221076795,0.3877248061944501,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,12.7647058823529,0.2497954790529249,0.320370864067493,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.26395483304834,0.407653,153.957,159.8,356.5,32,3.65212418300654,9,3,TNF 40ng/uL,GMP,220524DS30,1.11584768644304,0.392340372462122,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,13.156862745098,0.271170244080824,0.32911393289899,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.27736524684988,0.405562,150.827,154.114,346.0,33,3.76993464052288,9,3,TNF 40ng/uL,GMP,220524DS30,1.1335008372989,0.399584464604266,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,13.549019607843098,0.284222686413596,0.330166270505761,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
220524DS30_p0009-003DS,1,1.23532857176572,0.392553,159.68200000000004,163.30200000000005,380.0,34,3.88774509803922,9,3,TNF 40ng/uL,GMP,220524DS30,1.13252602508049,0.3768769216331409,0.0160832982703627,0.111975207850381,0.0605257287918489,0.0656196675434322,0.0871576984621646,0.249756171835364,3.53473290405272,1.7259015301538403,0.527900626788307,5,13.9411764705882,0.2972751287463689,0.3312186081125319,0.0343677577767767,-0.0308628575375221,2,0.3535349944847129,0.0505049992121018,15,0.270831453107334,0.0386902075867621,36,0.0,0.0,0,1.76767497242356,oscillatory,gt,30,0.6
